material;season;brand;style;name;characteristics;composition;gender;department;category;type;site;noimages;comment;status
ERJZT06029-WBS0;253;roxy;ERJZT06029;Nightfall - Short Sleeve T-Shirt for Women;"__Fabric:__ Cotton slub jersey
__Fit:__ Slightly loose
__Neck:__ Deep V collar
__Mix technique:__ Embroidery and print on front chest and back tee";[Main Fabric] 100% Cotton;Women;Apparel;Tops;Screen Tee;NEW;false;;
ERJZT06030-GLD0;253;roxy;ERJZT06030;Oceanwave Regular Emby - Short Sleeve T-Shirt for Women;"__Fabric:__ Cotton-polyester slub
__Wash:__ Garment and Bio Wash
__Fit:__ Slightly loose
__Neck:__ Crew neck
Bottom curved
Rolled-up sleeves
Cross stitching at sleeves matched
Embroidery on front chest";[Main Fabric] 60% Cotton, 40% Polyester;Women;Apparel;Tops;Screen Tee;NEW;false;;
ERJZT06030-KVJ0;253;roxy;ERJZT06030;Oceanwave Regular Emby - Short Sleeve T-Shirt for Women;"__Fabric:__ Cotton-polyester slub
__Wash:__ Garment and Bio Wash
__Fit:__ Slightly loose
__Neck:__ Crew neck
Bottom curved
Rolled-up sleeves
Cross stitching at sleeves matched
Embroidery on front chest";[Main Fabric] 60% Cotton, 40% Polyester;Women;Apparel;Tops;Screen Tee;NEW;false;;
ERJZT06030-PJQ0;253;roxy;ERJZT06030;Oceanwave Regular Emby - Short Sleeve T-Shirt for Women;"__Fabric:__ Cotton-polyester slub
__Wash:__ Garment and Bio Wash
__Fit:__ Slightly loose
__Neck:__ Crew neck
Bottom curved
Rolled-up sleeves
Cross stitching at sleeves matched
Embroidery on front chest";[Main Fabric] 60% Cotton, 40% Polyester;Women;Apparel;Tops;Screen Tee;NEW;false;;
ERJZT06030-WBS0;253;roxy;ERJZT06030;Oceanwave Regular Emby - Short Sleeve T-Shirt for Women;"__Fabric:__ Cotton-polyester slub
__Wash:__ Garment and Bio Wash
__Fit:__ Slightly loose
__Neck:__ Crew neck
Bottom curved
Rolled-up sleeves
Cross stitching at sleeves matched
Embroidery on front chest";[Main Fabric] 60% Cotton, 40% Polyester;Women;Apparel;Tops;Screen Tee;NEW;false;;
ERJZT06030-YHV0;253;roxy;ERJZT06030;Oceanwave Regular Emby - Short Sleeve T-Shirt for Women;"__Fabric:__ Cotton-polyester slub
__Wash:__ Garment and Bio Wash
__Fit:__ Slightly loose
__Neck:__ Crew neck
Bottom curved
Rolled-up sleeves
Cross stitching at sleeves matched
Embroidery on front chest";[Main Fabric] 60% Cotton, 40% Polyester;Women;Apparel;Tops;Screen Tee;NEW;false;;
ERJZT06033-MLB0;253;roxy;ERJZT06033;Sunny Easy - Short Sleeve T-Shirt for Women;"__Fabric:__ Cotton-hemp blend
__Wash:__ Garment wash and softener
__Fit:__ Oversized
__Neck:__ Crew neck
Rib at collar
Property band inside back neck
Big message screen print at front";[Main Fabric] 100% Organic Cotton;Women;Apparel;Tops;Screen Tee;NEW;false;;
ERJZT06035-KVJ0;253;roxy;ERJZT06035;Hangloose Art - Long Sleeve T-Shirt for Women;"__Fabric:__ Organic cotton
__Wash:__ Garment and bio wash
__Fit:__ Loose
__Neck:__ Crew neck
Rib at collar
Property band inside back neck
Front screen corpo art";[Main Fabric] 100% Organic Cotton;Women;Apparel;Tops;Screen Tee;NEW;false;;
ERJZT06035-PJQ0;253;roxy;ERJZT06035;Hangloose Art - Long Sleeve T-Shirt for Women;"__Fabric:__ Organic cotton
__Wash:__ Garment and bio wash
__Fit:__ Loose
__Neck:__ Crew neck
Rib at collar
Property band inside back neck
Front screen corpo art";[Main Fabric] 100% Organic Cotton;Women;Apparel;Tops;Screen Tee;NEW;false;;
ERJZT06035-WBS0;253;roxy;ERJZT06035;Hangloose Art - Long Sleeve T-Shirt for Women;"__Fabric:__ Organic cotton
__Wash:__ Garment and bio wash
__Fit:__ Loose
__Neck:__ Crew neck
Rib at collar
Property band inside back neck
Front screen corpo art";[Main Fabric] 100% Organic Cotton;Women;Apparel;Tops;Screen Tee;NEW;false;;
ERJZT06035-YHV0;253;roxy;ERJZT06035;Hangloose Art - Long Sleeve T-Shirt for Women;"__Fabric:__ Organic cotton
__Wash:__ Garment and bio wash
__Fit:__ Loose
__Neck:__ Crew neck
Rib at collar
Property band inside back neck
Front screen corpo art";[Main Fabric] 100% Organic Cotton;Women;Apparel;Tops;Screen Tee;NEW;false;;
ERJZT06063-GLD0;253;roxy;ERJZT06063;Oceanwave Regular Slub - Oversized T-Shirt for Women;"__Fabric:__ Cotton-polyester slub
__Wash:__ Garment and Bio Wash
__Fit:__ Slightly loose
__Neck:__ Crew neck
Bottom curved
Rolled-up sleeves
Cross stitching at sleeves matched
Screen print on front";[Main Fabric] 60% Cotton, 40% Polyester;Women;Apparel;Tops;Screen Tee;NEW;false;;
ERJZT06063-KVJ0;253;roxy;ERJZT06063;Oceanwave Regular Slub - Oversized T-Shirt for Women;"__Fabric:__ Cotton-polyester slub
__Wash:__ Garment and Bio Wash
__Fit:__ Slightly loose
__Neck:__ Crew neck
Bottom curved
Rolled-up sleeves
Cross stitching at sleeves matched
Screen print on front";[Main Fabric] 60% Cotton, 40% Polyester;Women;Apparel;Tops;Screen Tee;NEW;false;;
ERJZT06063-PJQ0;253;roxy;ERJZT06063;Oceanwave Regular Slub - Oversized T-Shirt for Women;"__Fabric:__ Cotton-polyester slub
__Wash:__ Garment and Bio Wash
__Fit:__ Slightly loose
__Neck:__ Crew neck
Bottom curved
Rolled-up sleeves
Cross stitching at sleeves matched
Screen print on front";[Main Fabric] 60% Cotton, 40% Polyester;Women;Apparel;Tops;Screen Tee;NEW;false;;
ERJZT06063-WBS0;253;roxy;ERJZT06063;Oceanwave Regular Slub - Oversized T-Shirt for Women;"__Fabric:__ Cotton-polyester slub
__Wash:__ Garment and Bio Wash
__Fit:__ Slightly loose
__Neck:__ Crew neck
Bottom curved
Rolled-up sleeves
Cross stitching at sleeves matched
Screen print on front";[Main Fabric] 60% Cotton, 40% Polyester;Women;Apparel;Tops;Screen Tee;NEW;false;;
ERJZT06078-BKJ0;253;roxy;ERJZT06078;Vl Ocean Corpo - Short Sleeve T-Shirt for Women;"__Fabric:__ Organic cotton
__Wash:__ Garment and Bio Wash
__Fit:__ Regular
__Neck:__ Crew neck
Rib at collar
Rolled-up sleeves
Screen print and foil on front";[Main Fabric] 100% Organic Cotton;Women;Apparel;Tops;Screen Tee;MKP ONLY;false;;
ERJZT06078-GLD0;253;roxy;ERJZT06078;Vl Ocean Corpo - Short Sleeve T-Shirt for Women;"__Fabric:__ Organic cotton
__Wash:__ Garment and Bio Wash
__Fit:__ Regular
__Neck:__ Crew neck
Rib at collar
Rolled-up sleeves
Screen print and foil on front";[Main Fabric] 100% Organic Cotton;Women;Apparel;Tops;Screen Tee;MKP ONLY;false;;
ERJZT06078-KVJ0;253;roxy;ERJZT06078;Vl Ocean Corpo - Short Sleeve T-Shirt for Women;"__Fabric:__ Organic cotton
__Wash:__ Garment and Bio Wash
__Fit:__ Regular
__Neck:__ Crew neck
Rib at collar
Rolled-up sleeves
Screen print and foil on front";[Main Fabric] 100% Organic Cotton;Women;Apparel;Tops;Screen Tee;MKP ONLY;false;;
ERJZT06078-MLD0;253;roxy;ERJZT06078;Vl Ocean Corpo - Short Sleeve T-Shirt for Women;"__Fabric:__ Organic cotton
__Wash:__ Garment and Bio Wash
__Fit:__ Regular
__Neck:__ Crew neck
Rib at collar
Rolled-up sleeves
Screen print and foil on front";[Main Fabric] 100% Organic Cotton;Women;Apparel;Tops;Screen Tee;MKP ONLY;false;;
ERJZT06078-WBS0;253;roxy;ERJZT06078;Vl Ocean Corpo - Short Sleeve T-Shirt for Women;"__Fabric:__ Organic cotton
__Wash:__ Garment and Bio Wash
__Fit:__ Regular
__Neck:__ Crew neck
Rib at collar
Rolled-up sleeves
Screen print and foil on front";[Main Fabric] 100% Organic Cotton;Women;Apparel;Tops;Screen Tee;MKP ONLY;false;;
ERJWT03673-TEC0;253;roxy;ERJWT03673;Kick Back - Long Sleeves Shirt Jacket for Women;"__Fabric:__ Heavy weight cotton corduroy fabric [298 g/m2]
__Fit:__ Relax fit, Dropped shoulders
__Neck:__ Collar neck
__Sleeves:__ Long sleeves
__Pockets:__ Front patched pockets
__Closure:__ Button up closure
__Branding:__ Front opening and cuffs closed by Roxy heritage metal shank buttons
__Other Features:__ Side vents";[Main Fabric] 100% Cotton;Women;Apparel;Tops;Woven Top;C/O;false;;
ERJWT03697-BKJ0;253;roxy;ERJWT03697;Kick Back Washed Cord - Button Down Shirt Jacket for Women;"__Fabric:__ Heavyweight corduroy cotton
__Fit:__ Relaxed fit
Front opening and cuffs closed by Roxy heritage metal shank buttons
Dropped shoulders
Front patched pockets
Side vents";[Main Fabric] 100% Cotton;Women;Apparel;Tops;Woven Top;NEW;false;;
ERJWT03697-GED0;253;roxy;ERJWT03697;Kick Back Washed Cord - Button Down Shirt Jacket for Women;"__Fabric:__ Heavyweight corduroy cotton
__Fit:__ Relaxed fit
Front opening and cuffs closed by Roxy heritage metal shank buttons
Dropped shoulders
Front patched pockets
Side vents";[Main Fabric] 100% Cotton;Women;Apparel;Tops;Woven Top;NEW;false;;
ERJWT03697-RRF0;253;roxy;ERJWT03697;Kick Back Washed Cord - Button Down Shirt Jacket for Women;"__Fabric:__ Heavyweight corduroy cotton
__Fit:__ Relaxed fit
Front opening and cuffs closed by Roxy heritage metal shank buttons
Dropped shoulders
Front patched pockets
Side vents";[Main Fabric] 100% Cotton;Women;Apparel;Tops;Woven Top;NEW;false;;
ERJWT03698-BFP0;253;roxy;ERJWT03698;Morning Time - Oversize Long Sleeve Shirt for Women;"__Fabric:__ Mid-weight double cloth gauze organic cotton
__Fit:__ Boyfriend fit
Front opening with recycled tortoise buttons
Dropped shoulders
Cuffs closed by recycled tortoise buttons
Large side vents";[Main Fabric] 100% Organic Cotton;Women;Apparel;Tops;Woven Top;NEW;false;;
ERJWT03700-PJQ0;253;roxy;ERJWT03700;Let It Go Cord - Long Sleeve Shirt for Women;"__Fabric:__ Heavyweight corduroy cotton
__Fit:__ Boyfriend
Front tab with recycled tortoise buttons
Front patched pockets with flap closed by recycled tortoise buttons
Cuffs closed by recycled tortoise buttons";[Main Fabric] 100% Cotton;Women;Apparel;Tops;Woven Top;NEW;false;;
ERJWT03700-YHV0;253;roxy;ERJWT03700;Let It Go Cord - Long Sleeve Shirt for Women;"__Fabric:__ Heavyweight corduroy cotton
__Fit:__ Boyfriend
Front tab with recycled tortoise buttons
Front patched pockets with flap closed by recycled tortoise buttons
Cuffs closed by recycled tortoise buttons";[Main Fabric] 100% Cotton;Women;Apparel;Tops;Woven Top;NEW;false;;
ERJWT03704-BMTW;253;roxy;ERJWT03704;Another Reflect - Long Sleeve Denim Shirt for Women;"__Fabric:__ Lightweight denim
__Fit:__ Easy button-up
Self patches
__Neck:__ Collared button-up";[Main Fabric] 100% Organic Cotton;Women;Apparel;Tops;Woven Top;NEW;false;;
ERJWT03705-WBS0;253;roxy;ERJWT03705;Paradise Lagoon - Short Sleeve Shirt for Women;"__Fabric:__ Cotton, Viscose
__Fit:__ Easy boxy shape
V-neck detail with embroidered detailing
Flutter easy sleeves";[Main Fabric] 70% Cotton, 30% Viscose;Women;Apparel;Tops;Woven Top;NEW;false;;
ERJWT03706-PJQ0;253;roxy;ERJWT03706;Hike Away - Long Sleeve Collared Button Up Shirt for Women;"__Fabric:__ Cotton waffle
__Fit:__ Easy boxy shape
Front opening with button front detail
Specialty wash
Each garment may vary in appearance due to specialty wash";[Main Fabric] 100% Cotton;Women;Apparel;Tops;Woven Top;NEW;false;;
ERJWT03707-KVJ4;253;roxy;ERJWT03707;Vl Wide Dreams - Long Sleeve Printed Blouse for Women;"__Fabric:__ Flat viscose
__Fit:__ Loose breezy shape
Front opening with recycled tortoise buttons
Shirring detail at shoulders";[Main Fabric] 100% Viscose;Women;Apparel;Tops;Woven Top;MKP ONLY;false;;
ERJWT03708-CMA0;253;roxy;ERJWT03708;Vl Over The Silence - Long Sleeve Shirt for Women;"__Fabric:__ Heavyweight corduroy cotton
__Fit:__ Boyfriend
Front tab with recycled tortoise buttons
Cuffs closed by recycled tortoise buttons";[Main Fabric] 100% Cotton;Women;Apparel;Tops;Woven Top;MKP ONLY;false;;
ERJWT03716-KTA6;253;roxy;ERJWT03716;Beachy Nostalgia Crinkle - Short Sleeve Shirt for Women;"__Fabric:__ Viscose crinkle
__Fit:__ Loose boxy shape
Front opening with recycled tortoise buttons
Roll-up at bottom sleeves
Placement print at front";[Main Fabric] 100% Viscose;Women;Apparel;Tops;Woven Top;NEW;false;;
ERJWT03721-BGC5;253;roxy;ERJWT03721;Let It Go Flannel - Long Sleeve Shirt for Women;"__Fabric:__ Mid-weight twill cotton
__Fit:__ Boyfriend
Front tab with tortoise look buttons
Front patched pockets with flap closed by tortoise look buttons
Cuffs closed by buttons
Product appearance may differ slightly depending on check placement";[Main Fabric] 100% Cotton;Women;Apparel;Tops;Woven Top;NEW;false;;
ERJBS03039-KVJ0;253;roxy;ERJBS03039;To Dye 7 Bs - Board Shorts for Women;"__Fabric:__ Poplin recycled polyester and elastane
New recycled 4-way stretch
__Fit/length:__ 7-inch boardshort
__Waist:__ Flat clean belt
__Closure:__Lace-up closure at front [4 buttonhole eyelets] with inside hook and loop closure
Reflective screen logo at wearer's left leg opening
Roxy logo at each end of drawcord
Small notch at side seam for freedom in movement";[Main Fabric] 55% Recycled Polyester, 37% Polyester, 8% Elastane;Women;Swimwear;Boardshorts/Jams;Boardshort;C/O;false;;
ERJBS03078-KVJ0;253;roxy;ERJBS03078;Endless Summer Bs - Board Shorts for Women;"__Fabric:__ Poplin recycled polyester and elastane with knit belt
__Fit:__ 2-inch boardshort
__Waist:__ Flat folded-in knit belt with hidden drawcord for adjustability and support
ROXY reflective heat transfer logo at wearer's left leg hem";[Main Fabric] 55% Recycled Polyester, 37% Polyester, 8% Elastane;Women;Swimwear;Boardshorts/Jams;Boardshort;C/O;false;;
ERJBS03139-KVJ0;253;roxy;ERJBS03139;"ROXY Classics 5"" - Board Shorts for Women";"__Recycled Fabric:__ REPREVE™ traceable, recycled 4-way stretch polyester made from plastic bottles
__Fit:__ Mid-length fit
__Waist:__ Fully Elasticated waistband with drawcord
Screen print logo on left leg";[Main Fabric] 90% Recycled Polyester, 10% Elastane;Women;Swimwear;Boardshorts/Jams;Boardshort;C/O;false;;
ERJBS03298-KVJ0;253;roxy;ERJBS03298;"Roxy Wave 2"" - Board Shorts for Women";"__Fabric:__ Poplin recycled polyester and elastane
New recycled 4-way stretch
__Fit/length:__ 2-inch boardshort
__Waist:__ Fully elasticated waist with drawcord
Side pockets
Screen logo at wearer's left leg opening";[Main Fabric] 55% Recycled Polyester, 37% Polyester, 8% Elastane;Women;Swimwear;Boardshorts/Jams;Boardshort;C/O;false;;
ERJBS03298-RPH0;253;roxy;ERJBS03298;"Roxy Wave 2"" - Board Shorts for Women";"__Fabric:__ Poplin recycled polyester and elastane
New recycled 4-way stretch
__Fit/length:__ 2-inch boardshort
__Waist:__ Fully elasticated waist with drawcord
Side pockets
Screen logo at wearer's left leg opening";[Main Fabric] 55% Recycled Polyester, 37% Polyester, 8% Elastane;Women;Swimwear;Boardshorts/Jams;Boardshort;NEW;false;;
ERJBS03298-SKB;253;roxy;ERJBS03298;"Roxy Wave 2"" - Board Shorts for Women";"__Fabric:__ Poplin recycled polyester and elastane
New recycled 4-way stretch
__Fit/length:__ 2-inch boardshort
__Waist:__ Fully elasticated waist with drawcord
Side pockets
Screen logo at wearer's left leg opening";[Main Fabric] 55% Recycled Polyester, 37% Polyester, 8% Elastane;Women;Swimwear;Boardshorts/Jams;Boardshort;NEW;false;;
ERJBS03299-KVJ0;253;roxy;ERJBS03299;"Roxy Wave 5"" - Board Shorts for Women";"__Fabric:__ Poplin recycled polyester and elastane
New recycled 4-way stretch
__Fit/length:__ 5-inch boardshort
__Waist:__ Fully elasticated waist with drawcord
Side pockets
Screen logo at wearer's left leg opening";[Main Fabric] 55% Recycled Polyester, 37% Polyester, 8% Elastane;Women;Swimwear;Boardshorts/Jams;Boardshort;C/O;false;;
ERJBS03299-MLB0;253;roxy;ERJBS03299;"Roxy Wave 5"" - Board Shorts for Women";"__Fabric:__ Poplin recycled polyester and elastane
New recycled 4-way stretch
__Fit/length:__ 5-inch boardshort
__Waist:__ Fully elasticated waist with drawcord
Side pockets
Screen logo at wearer's left leg opening";[Main Fabric] 55% Recycled Polyester, 37% Polyester, 8% Elastane;Women;Swimwear;Boardshorts/Jams;Boardshort;NEW;false;;
ERJBS03299-SKB;253;roxy;ERJBS03299;"Roxy Wave 5"" - Board Shorts for Women";"__Fabric:__ Poplin recycled polyester and elastane
New recycled 4-way stretch
__Fit/length:__ 5-inch boardshort
__Waist:__ Fully elasticated waist with drawcord
Side pockets
Screen logo at wearer's left leg opening";[Main Fabric] 55% Recycled Polyester, 37% Polyester, 8% Elastane;Women;Swimwear;Boardshorts/Jams;Boardshort;MKP ONLY;false;;
ERJBS03300-BSP0;253;roxy;ERJBS03300;"Roxy Wave 7"" - Board Shorts for Women";"__Fabric:__ Poplin recycled polyester and elastane
New recycled 4-way stretch
__Fit/length:__ 7-inch boardshort
__Waist:__ Fully elasticated waist with drawcord
Side pockets
Screen logo at wearer's left leg opening";[Main Fabric] 55% Recycled Polyester, 37% Polyester, 8% Elastane;Women;Swimwear;Boardshorts/Jams;Boardshort;NEW;false;;
ERJBS03300-KVJ0;253;roxy;ERJBS03300;"Roxy Wave 7"" - Board Shorts for Women";"__Fabric:__ Poplin recycled polyester and elastane
New recycled 4-way stretch
__Fit/length:__ 7-inch boardshort
__Waist:__ Fully elasticated waist with drawcord
Side pockets
Screen logo at wearer's left leg opening";[Main Fabric] 55% Recycled Polyester, 37% Polyester, 8% Elastane;Women;Swimwear;Boardshorts/Jams;Boardshort;C/O;false;;
ERJBS03301-KVJ0;253;roxy;ERJBS03301;"Roxy Wave 9"" - Board Shorts for Women";"__Fabric:__ Poplin recycled polyester and elastane
New recycled 4-way stretch
__Fit/length:__ 9-inch boardshort
__Waist:__ Fully elasticated waist with drawcord
Side pockets
Screen logo at wearer's left leg opening";[Main Fabric] 55% Recycled Polyester, 37% Polyester, 8% Elastane;Women;Swimwear;Boardshorts/Jams;Boardshort;C/O;false;;
ERJBS03327-CSQ0;253;roxy;ERJBS03327;No Bad Waves - Board Shorts for Women;"__Fabric:__ Recycled polyester
__Fit:__ 2-inch boardshort
__Waist:__ Flat knit belt with hidden large elastic and drawcord for strong support
Roxy logo patch on left leg";[Main Fabric] 100% Recycled Polyester;Women;Swimwear;Boardshorts/Jams;Boardshort;NEW;false;;
ERJBS03327-KVJ0;253;roxy;ERJBS03327;No Bad Waves - Board Shorts for Women;"__Fabric:__ Recycled polyester
__Fit:__ 2-inch boardshort
__Waist:__ Flat knit belt with hidden large elastic and drawcord for strong support
Roxy logo patch on left leg";[Main Fabric] 100% Recycled Polyester;Women;Swimwear;Boardshorts/Jams;Boardshort;NEW;false;;
ERJBS03327-MLB0;253;roxy;ERJBS03327;No Bad Waves - Board Shorts for Women;"__Fabric:__ Recycled polyester
__Fit:__ 2-inch boardshort
__Waist:__ Flat knit belt with hidden large elastic and drawcord for strong support
Roxy logo patch on left leg";[Main Fabric] 100% Recycled Polyester;Women;Swimwear;Boardshorts/Jams;Boardshort;NEW;false;;
ERJBS03328-BGC6;253;roxy;ERJBS03328;No Bad Waves Printed - Board Shorts for Women;"__Fabric:__ Recycled polyester
__Fit:__ 2-inch boardshort
__Waist:__ Flat knit belt with hidden large elastic and drawcord for strong support
Roxy logo patch on left leg
All-over print";[Main Fabric] 100% Recycled Polyester;Women;Swimwear;Boardshorts/Jams;Boardshort;NEW;false;;
ERJBS03328-KVJ9;253;roxy;ERJBS03328;No Bad Waves Printed - Board Shorts for Women;"__Fabric:__ Recycled polyester
__Fit:__ 2-inch boardshort
__Waist:__ Flat knit belt with hidden large elastic and drawcord for strong support
Roxy logo patch on left leg
All-over print";[Main Fabric] 100% Recycled Polyester;Women;Swimwear;Boardshorts/Jams;Boardshort;NEW;false;;
ERJBS03329-KVJ2;253;roxy;ERJBS03329;Roxy Pro The 93 Win Printed - Board Shorts for Women;"__Fabric:__ Recycled polyester-cotton twill blend
__Fit:__ 4-inch boardshort
__Closure:__Lace-up with drawcord
Side panels with all-over print and binding details for a retro sporty look
Roxy rubber detail at back pocket
Drain hole eyelet at back pocket";[Main Fabric] 72% Recycled Polyester, 18% Polyester, 10% Cotton;Women;Swimwear;Boardshorts/Jams;Boardshort;NEW;false;;
EGL22RFK60-KVJ0;253;roxy;EGL22RFK60;"Roxy - 6'0"" Funboard Sock";"Size: 6'0""
4-way stretch cover
High quality thick protective weave material
Durable 600D polyester nose protector";95% Polyester, 5% Elastane;Women;Equipment;Equipment Parts & Accessories;Equipment Bag;C/O;false;;
EGL22RFK70-MUL;253;roxy;EGL22RFK70;"Roxy - 7'0"" Funboard Sock";"Size: 7'0""
4-way stretch cover
High quality thick protective weave material
Durable 600D polyester nose protector";95% Polyester, 5% Elastane;Women;Equipment;Equipment Parts & Accessories;Equipment Bag;C/O;false;;
EGL23RUF63-KVJ0;253;roxy;EGL23RUF63;"Ultralite 6'3"" - Funboard Surfboard Bag";"__Length:__ 6'3""
PU coated 420D polyester fabric
Ultra-strong flat weave internal and external PE tarpaulin fabric
Padded neoprene carry handle
Shoulder strap
Lightweight and noncorrosive plastic zip with durable nylon sliders";20% Polyester, 30% Tarpaulin, 30% EPE Foam, 5% Polyester Webbing, 5% Poly Mesh;Women;Equipment;Equipment Parts & Accessories;Equipment Bag;C/O;false;;
EGL23RUL80-KVJ0;253;roxy;EGL23RUL80;Ultralite Longboard 8 ft - Surfboard Travel Bag;"Size 8.0 foot
PU Coated 420D Polyester Fabric
Ultra-Strong Flat Weave Internal And External PE Tarpaulin Fabric
Padded Neoprene Carry Handle
Shoulder Strap
Lightweight And Non-Corrosive Plastic Zipper With Durable Nylon Sliders.";20% Polyester, 30% Tarpaulin, 30% EPE Foam, 5% Polyester Webbing, 5% Poly Mesh;Women;Equipment;Equipment Parts & Accessories;Equipment Bag;C/O;false;;
EGL23RUL92-KVJ0;253;roxy;EGL23RUL92;"Ultralite 9'2"" - Longboard Surfboard Bag";"__Length:__ 9'2""
PU coated 420D polyester fabric
Ultra-strong flat weave internal and external PE tarpaulin fabric
Padded neoprene carry handle
Shoulder strap
Lightweight and noncorrosive plastic zip with durable nylon sliders";20% Polyester, 30% Tarpaulin, 30% EPE Foam, 5% Polyester Webbing, 5% Poly Mesh;Women;Equipment;Equipment Parts & Accessories;Equipment Bag;C/O;false;;
EGL23RUS60-KVJ0;253;roxy;EGL23RUS60;Ultralite Shortboard 6 ft - Surfboard Travel Bag;"Size 6.0 foot
PU Coated 420D Polyester Fabric
Ultra-Strong Flat Weave Internal And External PE Tarpaulin Fabric
Padded Neoprene Carry Handle
Shoulder Strap
Lightweight And Non-Corrosive Plastic Zipper With Durable Nylon Sliders.";20% Polyester, 30% Tarpaulin, 30% EPE Foam, 5% Polyester Webbing, 5% Poly Mesh;Women;Equipment;Equipment Parts & Accessories;Equipment Bag;C/O;false;;
EGL23RUS63-KVJ0;253;roxy;EGL23RUS63;Ultralite Shortboard 6.3 ft - Surfboard Travel Bag;"Size 6.3 foot
PU Coated 420D Polyester Fabric
Ultra-Strong Flat Weave Internal And External PE Tarpaulin Fabric
Padded Neoprene Carry Handle
Shoulder Strap
Lightweight And Non-Corrosive Plastic Zipper With Durable Nylon Sliders.";20% Polyester, 30% Tarpaulin, 30% EPE Foam, 5% Polyester Webbing, 5% Poly Mesh;Women;Equipment;Equipment Parts & Accessories;Equipment Bag;C/O;false;;
EGL24RFT60-CLP0;253;roxy;EGL24RFT60;"Funboard 6'0"" - Surfboard Sock";"__Fabric:__ Polyester elastane blend terry fabric
__Size:__ 6.0 size
Other Features: Tubular construction
Padded nose patch
Ideal for the daily commute to the beach
Not designed to protect boards alone during air travel";95% Polyester, 5% Elastane;Women;Equipment;Equipment Parts & Accessories;Equipment Bag;C/O;false;;
EGL24RFT70-CLP0;253;roxy;EGL24RFT70;"Funboard 7'0"" - Surfboard Sock";"__Fabric:__ Polyester elastane blend terry fabric
__Size:__ 7.0 size
Other Features: Tubular construction
Padded nose patch
Ideal for the daily commute to the beach
Not designed to protect boards alone during air travel";95% Polyester, 5% Elastane;Women;Equipment;Equipment Parts & Accessories;Equipment Bag;C/O;false;;
EGL24RLT80-CLP0;253;roxy;EGL24RLT80;"Funboard 8'0"" - Surfboard Sock";"__Fabric:__ Polyester elastane blend terry fabric
__Size:__ 8.0 size
Other Features: Tubular construction
Padded nose patch
Ideal for the daily commute to the beach
Not designed to protect boards alone during air travel";95% Polyester, 5% Elastane;Women;Equipment;Equipment Parts & Accessories;Equipment Bag;C/O;false;;
EGL24RLT90-CLP0;253;roxy;EGL24RLT90;"Funboard 9'0"" - Surfboard Sock";"__Fabric:__ Polyester elastane blend terry fabric
__Size:__ 9.0 size
Other Features: Tubular construction
Padded nose patch
Ideal for the daily commute to the beach
Not designed to protect boards alone during air travel";95% Polyester, 5% Elastane;Women;Equipment;Equipment Parts & Accessories;Equipment Bag;C/O;false;;
EGL23RLLG9-KVJ0;253;roxy;EGL23RLLG9;Longboard Queen 9 ft - Surfboard Leash;"Size: 9.0 foot
Cord: 7mm
Suitable for 1-7 foot waves";80% Polyurethane, 10% Neoprene, 5% Polyester, 3% Nylon, 1% Stainless Steel, 1% PVC;Women;Equipment;Equipment Parts & Accessories;Surfboard Leash;C/O;false;;
EGL23RLMR8-KVJ0;253;roxy;EGL23RLMR8;Morotai 8 ft - Surfboard Leash;"Size: 8.0
Cord: 8mm
Suitable for 1-10 foot waves";80% Polyurethane, 10% Neoprene, 5% Polyester, 3% Nylon, 1% Stainless Steel, 1% PVC;Women;Equipment;Equipment Parts & Accessories;Surfboard Leash;C/O;false;;
EGL24RLLG9-KVJ0;253;roxy;EGL24RLLG9;"Longboard Queen 9'0"" - Surfboard Leash";"Composition: Polyurethane neoprene polyester nylon stainless steel pvc blend composition
__Size:__ 9.0 size
__Thickness:__ 7mm cord thickness
Waves: 1-7 ft waves
Other Features: The Longboard Queen 9ft is a long strong knee leash for your longboard. The 7mm cord and wider cuff with fun feminine prints are purpose built to let you move on your board with ease
Keeps your longboard safely attached";80% Polyurethane, 10% Neoprene, 5% Polyester, 3% Nylon, 1% Stainless Steel, 1% PVC;Women;Equipment;Equipment Parts & Accessories;Surfboard Leash;C/O;false;;
EGL24RXSV9-BHG0;253;roxy;EGL24RXSV9;"Summer Vibes 9'0"" - Surfboard Leash";"Composition: Polyurethane neoprene polyester nylon stainless steel pvc blend composition
__Length:__ 9 foot leash length
__Thickness:__ 8mm cord thickness";80% Polyurethane, 10% Neoprene, 5% Polyester, 3% Nylon, 1% Stainless Steel, 1% PVC;Women;Equipment;Equipment Parts & Accessories;Surfboard Leash;C/O;false;;
EGL23RTBAT-BZQ0;253;roxy;EGL23RTBAT;Roxy Bat - Surf Traction Pad;"3-Piece Pad
5 mm Archbar
35mm Kicker
Square Profile
Striped Grooving.";85% EVA, 13% 3M glue, 2% PVC;Women;Equipment;Equipment Parts & Accessories;Traction Pad;C/O;false;;
EGL23RTDES-MKP0;253;roxy;EGL23RTDES;Roxy Deux Solid - Surf Traction Pad;"2-Piece Pad
Flat Design
26mm Kicker
Striped Grooving.";85% EVA, 13% 3M glue, 2% PVC;Women;Equipment;Equipment Parts & Accessories;Traction Pad;C/O;false;;
